timestamp,cpu_usage,memory_usage,disk_usage,network_utilization,connection_utilization
2025-01-01 00:00:00,48.97371322408986,60.81921198649643,46.92001573521017,,
2025-01-01 01:00:00,46.48207604165573,57.99502666350897,44.83564828552916,,
2025-01-01 02:00:00,55.18150830480554,61.481732303121575,48.21574657516072,,
2025-01-01 03:00:00,64.25530666312967,52.47706464333836,50.78605130804209,,
2025-01-01 04:00:00,51.787027040057694,54.91552709981696,52.4605776334572,,
2025-01-01 05:00:00,52.78616260729724,68.13204148348112,47.87088250021039,,
2025-01-01 06:00:00,67.63370252405913,57.1712389959532,48.46869836659867,,
2025-01-01 07:00:00,60.79873609611395,55.01262932942097,46.43401136231191,,
2025-01-01 08:00:00,49.90445895036477,64.69369238721823,50.03516285873078,,
2025-01-01 09:00:00,56.4115481605532,68.76562023775382,46.78731994599536,,
2025-01-01 10:00:00,46.2926584575003,66.14042498582238,52.49366067825216,,
2025-01-01 11:00:00,43.86235242246316,67.9757462364336,43.07779840007965,,
2025-01-01 12:00:00,46.93569817252828,57.62864816417103,48.80286062053498,,
2025-01-01 13:00:00,27.10556759171241,53.80547914091425,51.46592360964053,,
2025-01-01 14:00:00,26.20065733989573,71.50800191173292,51.01694726069231,,
2025-01-01 15:00:00,33.43063195420675,60.72408134952387,61.07385879385302,,
2025-01-01 16:00:00,28.23709699948023,61.31160219158782,51.7210391787314,,
2025-01-01 17:00:00,37.85472039787151,70.93826577896186,46.32573563562046,,
2025-01-01 18:00:00,27.73580739583032,66.45482906569762,49.98021197716095,,
2025-01-01 19:00:00,24.04231212642697,65.99676368888025,43.27719857418017,,
2025-01-01 20:00:00,48.06493611352805,76.3908777582611,50.07989985338767,,
2025-01-01 21:00:00,36.12272178424224,59.67442452365188,47.09018956510041,,
2025-01-01 22:00:00,40.54022563750338,69.23230012763656,54.104089837872834,,
2025-01-01 23:00:00,31.013824059267133,64.13193736510976,48.26448257977879,,
2025-01-02 00:00:00,40.64493820379854,65.5207110855197,50.01569495750867,,
2025-01-02 01:00:00,48.47557116870414,73.19379945730853,47.96064219760078,,
2025-01-02 02:00:00,40.79205138062158,67.1782084093177,57.47839391316045,,
2025-01-02 03:00:00,55.07665195863085,67.46339747043922,49.25813238380422,,
2025-01-02 04:00:00,48.85514451849394,70.765171042781,57.89344656472141,,
2025-01-02 05:00:00,52.32570826454447,62.230860590265735,53.8399403818064,,
2025-01-02 06:00:00,50.18634710216482,59.469586335478056,52.531715185203616,,
2025-01-02 07:00:00,69.47748373896219,58.31395611522368,52.09849580766088,,
2025-01-02 08:00:00,53.55227623994092,52.85622920696502,52.21886735378455,,
2025-01-02 09:00:00,43.60938038021827,77.05665943118376,42.95310278606584,,
2025-01-02 10:00:00,56.58035929682551,58.15861383460061,49.56837446937399,,
2025-01-02 11:00:00,37.82144125125703,63.50210738993072,54.08465487324303,,
2025-01-02 12:00:00,46.67090876003805,63.2137597615756,50.52854919713806,,
2025-01-02 13:00:00,26.734448557936595,66.75727255302104,45.12349348634892,,
2025-01-02 14:00:00,29.37451160881256,69.83857740636142,50.55475001378208,,
2025-01-02 15:00:00,39.50382207508752,70.13140197962468,57.60090482364266,,
2025-01-02 16:00:00,42.247478602118896,61.48755435449227,55.7921645632883,,
2025-01-02 17:00:00,36.71168798662909,63.99377324122353,50.57669660621404,,
2025-01-02 18:00:00,34.07481374089408,66.6954797029298,54.65062469443925,,
2025-01-02 19:00:00,32.931912172395,63.50435676684072,49.39891444726342,,
2025-01-02 20:00:00,24.511570039216192,74.63009244202586,44.069571123957495,,
2025-01-02 21:00:00,32.170178520976854,67.91441075929572,47.20730846127488,,
2025-01-02 22:00:00,36.31488983232168,69.35342084742454,57.17684243035463,,
2025-01-02 23:00:00,50.86878735872611,68.89011997817092,49.84942997153336,,
2025-01-03 00:00:00,47.74894631654769,71.91548270582106,49.99198132387924,,
2025-01-03 01:00:00,33.48386920812332,65.91575848366759,49.78627939880853,,
2025-01-03 02:00:00,52.59267175515837,56.996872341195626,58.62229348472881,,
2025-01-03 03:00:00,48.990409568534936,67.11754436205769,57.52969773041377,,
2025-01-03 04:00:00,48.24487803539672,60.74622738047005,59.92109794528679,,
2025-01-03 05:00:00,59.55266857361762,61.41111118885134,50.42991111242278,,
2025-01-03 06:00:00,63.24799617996761,68.02302845204265,52.2687048515401,,
2025-01-03 07:00:00,62.10949921582027,71.85027539612486,45.039751641397295,,
2025-01-03 08:00:00,46.94651385206329,64.45775647933857,57.03417448608229,,
2025-01-03 09:00:00,49.59736880505577,66.08661907173521,46.475433519066186,,
2025-01-03 10:00:00,52.650107451228514,74.34448353939139,52.03376892171718,,
2025-01-03 11:00:00,55.392551468004086,65.46750797576476,46.79757149866403,,
2025-01-03 12:00:00,41.1666060972377,79.51925609742253,48.85142924476935,,
2025-01-03 13:00:00,40.92653773566426,67.18291648951653,47.87796177005407,,
2025-01-03 14:00:00,31.14932020795179,53.10068280421423,48.81562539407833,,
2025-01-03 15:00:00,28.35927919548916,68.05558363255993,49.11075056671443,,
2025-01-03 16:00:00,42.83995254130921,65.68781399815127,49.09428114213877,,
2025-01-03 17:00:00,46.1906619656759,70.99995358088708,54.64080691148905,,
2025-01-03 18:00:00,34.42391902735733,67.15653711691341,46.90813503464648,,
2025-01-03 19:00:00,43.3690049202455,62.13836502396487,52.22986685748076,,
2025-01-03 20:00:00,39.23283416253669,55.47081087258192,56.23965270117626,,
